file name,seed,mean,95 percent,worst
up_30.csv,20220502,146.321939,341.34678,415.530487
up_32.csv,1991,108.576099,318.126675,484.978241
up_32.csv,202205,97.407511,298.127884,402.047607
up_32.csv,20220502,104.204948,300.644598,738.177521
up_34.csv,1991,63.495068,205.804184,338.033875
up_34.csv,202205,79.592009,245.424107,322.643494
up_34.csv,20220502,60.553464,191.575157,479.627205
up_36.csv,1991,70.766155,191.196619,307.705261
up_36.csv,202205,79.299154,207.141967,270.210297
up_36.csv,20220502,72.0051,187.964514,254.840027
up_38.csv,1991,88.321264,217.648134,303.550049
up_38.csv,202205,89.344006,241.182489,308.408386
up_38.csv,20220502,76.289067,230.860847,287.464508
up_40.csv,1991,83.344083,211.464899,492.018494
up_40.csv,202205,84.656785,197.832654,555.689331
up_40.csv,20220502,85.083512,210.387332,450.080078
up_42.csv,1991,93.268882,247.445801,342.551239
up_42.csv,202205,100.730733,260.552548,358.578827
up_42.csv,20220502,93.506768,250.688208,333.868713
up_44.csv,1991,30.887954,82.239017,320.550232
up_44.csv,202205,27.401705,76.328449,120.525696
up_44.csv,20220502,27.590122,73.297136,110.139191
up_46.csv,1991,42.895605,138.005151,196.794983
up_46.csv,202205,45.538955,160.331764,241.27536
up_46.csv,20220502,48.921574,141.747704,634.320496
up_48.csv,1991,57.176965,173.277447,236.530151
up_48.csv,202205,62.701513,170.227179,313.712997
up_48.csv,20220502,64.599297,179.582054,591.852127
up_50.csv,1991,99.984355,274.313396,484.502502
up_50.csv,202205,93.449171,283.460358,560.292603
up_50.csv,20220502,96.474177,259.874287,452.185059
up_52.csv,1991,94.043045,238.142294,380.254242
up_52.csv,202205,91.682904,238.886113,345.673706
up_52.csv,20220502,93.198636,252.817999,380.980621
up_54.csv,1991,84.77962,298.187918,735.610535
up_54.csv,202205,88.489566,286.909636,730.861816
up_54.csv,20220502,80.062078,275.053348,724.121155
up_56.csv,1991,73.096341,305.256805,808.747986
up_56.csv,202205,76.899576,272.213562,560.418579
up_56.csv,20220502,72.805541,255.609055,374.72998
,,78.55644815,207.6853021,472.6262674
